CompanyId,PersianYear,Return,Beta,Debt_to_total_assets_ratio,Operating_profit_to_sale,Fixed_asset_turnover,Return_from_market,Current_assets_ratio,Working_capital_return,Longterm_debt_to_equity_ratio,Return_ratio_without_risk,Profit_margin_growth_rate,Stock_market_value,Net_profit_to_sale,Net_profit_to_Gross_profit,Current_ratio,Net_working_capital,Operating_assets_Ratio,Total_asset_turnover,DPS,EPS_growth,Liquidity_ratios,ROA,Quick_Ratio,Average_payment_period,ROE,EPS,Total_income_growth,P_to_E,ROI,Capital,P_to_B,P_to_S,Cash_to_total_assets_ratio,Debt_to_equity_ratio,Equity_Ratio,DuPont_Ratio,Gross_profit_margin,Operating_profit_margin,Net_profit_margin,Sales_growth_rate,Current_debt_to_total_debt_Ratio,Cost_to_sales_ratio,Sale_to_current_assets,Operating_cash_flow_to_sales,Cash_flow_returns_to_sales,Profit_margin_before_interest_and_taxes,Net_return_on_working_capital
208,1390,107.8498293,-0.221543264,0.46,42801.0,1.33,11.2071741,0.72,36.42,1.73,20,-0.34,334000000000.0,30626.0,60950.0,2.09,116437.0,0.0,0.64,300.0,-0.31,1.03,8.57,1.22,109.89,23.07,310.0,-0.31,10.92,11.08,98500.0,2.31,1.46,5.55,1.73,2.73,36.6,26.75,18.78,13.44,31.01,76.53,9.34,0.84,43.23,4.84,17.13,29.82
210,1390,-16.39344262,0.001332356,0.53,29811.0,1.02,11.2071741,0.49,1120.06,1.87,20,-0.47,235000000000.0,18487.0,62592.0,1.39,69080.0,0.0,0.67,85.0,-0.52,1.09,3.72,0.66,34.04,8.72,154.0,-0.52,8.49,4.06,180000.0,1.0,0.71,12.28,1.19,2.19,45.74,18.87,8.99,5.57,4.73,63.05,10.13,1.36,36.18,4.87,12.55,66.66
211,1390,61.73285195,-0.105179304,0.58,75282.0,0.95,11.2071741,0.71,47.7,1.58,20,-0.27,434000000000.0,64590.0,120845.0,1.29,146170.0,0.0,0.65,300.0,-0.19,0.91,7.31,0.76,138.37,16.3,258.0,-0.19,6.72,11.35,250000.0,1.11,0.75,2.8,1.32,2.32,43.03,21.0,13.08,11.22,3.94,95.91,4.86,0.9,43.44,8.9,17.07,47.7
212,1390,137.1900826,0.327435709,0.48,129235.0,1.47,11.2071741,0.65,83.24,1.37,20,-0.04,749000000000.0,96171.0,171567.0,1.94,146363.0,0.0,1.14,620.0,-0.22,1.22,20.31,0.88,47.11,36.74,633.0,-0.03,7.79,28.94,151875.0,2.72,1.39,3.49,0.75,1.75,57.19,31.77,23.93,17.81,24.63,79.88,7.08,1.86,28.13,25.45,23.57,81.4
213,1390,53.91061459,0.422788047,0.84,-6994.0,0.65,11.2071741,0.63,29.48,303.01,20,-1.85,73400000000.0,-13521.0,793.0,0.8,-37103.0,0.0,0.46,,4.51,0.35,-1.24,0.32,87.34,-22.04,-270.0,4.51,-5.44,-2.66,50000.0,6.38,0.66,0.16,303.01,304.01,0.33,0.72,-6.33,-12.23,-13.88,84.68,6.78,0.68,45.23,1.69,-4.99,29.53
215,1390,7.614781621,0.117017987,0.6,901738.0,1.2,11.2071741,0.48,-55.82,1.84,20,0.06,3290000000000.0,695431.0,965109.0,0.79,-482130.0,0.0,0.48,363.0,-0.27,0.64,15.26,0.64,52.08,26.23,463.0,-0.17,4.74,17.07,1500000.0,1.24,1.34,13.27,0.87,1.87,53.4,44.1,41.2,31.78,12.15,75.41,2.71,1.93,61.25,29.39,44.55,-251.16
218,1390,-24.29378534,-0.189314292,0.65,114022.0,0.39,11.2071741,0.16,10.69,3.22,20,-1.27,627000000000.0,-47489.0,253155.0,0.35,-760262.0,0.0,0.36,100.0,-1.52,0.27,-1.88,0.15,3.67,-6.7,-86.0,-1.52,-13.26,-2.53,550000.0,0.96,0.69,15.13,2.79,3.79,26.41,27.91,12.57,-5.24,15.61,88.38,6.05,2.78,60.65,37.68,14.97,4.21
223,1390,63.63636371,0.667233562,0.51,170320.0,0.52,11.2071741,0.2,-5.88,2.72,20,0.09,490000000000.0,97920.0,202533.0,0.52,-199116.0,0.0,0.6,440.0,1.36,0.46,8.98,0.22,5.4,27.54,425.0,1.36,5.01,11.91,230000.0,1.28,0.75,12.31,1.83,2.83,35.3,30.98,26.05,14.98,21.32,58.72,2.75,3.07,35.18,39.01,25.65,-33.78
224,1390,78.78787876,0.572915794,0.52,276413.0,0.61,11.2071741,0.31,-20.6,2.39,20,-0.01,768000000000.0,236217.0,308525.0,0.74,-132213.0,0.0,0.59,800.0,0.26,0.53,18.48,0.35,0.08,41.18,787.0,0.26,3.25,23.9,300000.0,1.28,1.01,24.51,1.08,2.08,48.1,40.76,36.52,31.21,7.81,79.04,4.04,1.99,39.63,45.11,37.19,-175.88
226,1390,31.3888889,0.711563276,0.38,231902.0,0.56,11.2071741,0.2,-25.93,2.2,20,-0.64,1170000000000.0,136823.0,243178.0,0.54,-178962.0,0.0,0.45,340.0,-0.6,0.0,6.93,0.22,0.0,20.48,342.0,-0.48,8.58,8.55,400000.0,1.79,1.31,4.77,2.04,3.04,32.88,27.17,25.91,15.28,47.69,56.03,1.29,2.2,44.68,25.83,24.85,-43.02
228,1390,28.6493861,0.089126253,0.62,147754.0,3.14,11.2071741,0.54,5659.16,3.39,20,0.4,753000000000.0,177556.0,170390.0,1.24,56316.0,0.0,0.85,6500.0,0.07,0.7,37.85,0.69,11.17,78.69,6672.0,0.07,4.24,44.16,26611.0,3.22,1.88,32.74,1.07,2.07,48.42,42.56,36.9,44.35,2.58,86.95,5.65,1.82,6.65,33.72,52.55,5659.16
229,1390,42.03655353,0.329540603,0.44,330794.0,0.59,11.2071741,0.28,-21.89,3.23,20,-0.06,1110000000000.0,220416.0,360203.0,0.92,-42886.0,0.0,0.53,450.0,-0.5,0.63,12.77,0.36,62.22,32.18,489.0,-0.25,5.05,15.31,450000.0,1.57,1.22,4.9,1.47,2.47,40.51,39.68,36.44,24.28,4.07,60.81,3.24,1.92,49.57,39.0,35.21,-151.34
230,1390,1.54798754,0.442106339,0.76,125438.0,1.39,11.2071741,0.41,-7.72,4.82,20,-0.58,354000000000.0,83747.0,194716.0,0.58,-220976.0,0.0,0.88,1050.0,-0.29,0.47,11.43,0.23,39.84,42.1,1046.0,-0.29,4.23,16.51,80000.0,1.92,0.55,6.7,3.13,4.13,24.22,30.14,19.41,12.96,16.5,94.56,9.6,2.07,12.38,32.43,23.08,-41.45
232,1390,69.99999997,0.692009165,0.76,199938.0,2.15,11.2071741,0.55,-69.21,3.83,20,-0.12,741000000000.0,190977.0,295932.0,0.91,-23685.0,0.0,1.4,3100.0,0.09,0.66,37.72,0.22,2.31,75.3,3472.0,0.09,3.88,58.02,55000.0,2.84,1.05,11.54,1.01,2.01,49.84,41.77,28.22,26.96,21.14,95.22,12.74,3.13,7.76,30.59,30.63,-2055.28
233,1390,4.408352597,0.076998332,0.62,87532.0,1.04,11.2071741,0.44,-25.88,2.09,20,-0.46,335000000000.0,79760.0,117833.0,0.89,-35522.0,0.0,0.82,645.0,-0.31,0.62,12.74,0.27,42.53,29.82,638.0,-0.31,4.2,17.56,125000.0,1.33,0.65,13.76,1.62,2.62,38.19,22.87,16.99,15.48,19.13,76.3,5.84,1.86,24.26,26.85,22.1,-164.5
235,1390,-5.714285716,0.080226111,0.48,148888.0,1.38,11.2071741,0.64,120.26,1.11,20,-0.16,712000000000.0,166469.0,181175.0,1.81,172705.0,0.0,0.8,2000.0,-0.02,1.36,25.91,1.19,121.13,42.05,2190.0,-0.02,4.28,34.08,76000.0,1.68,1.38,16.32,0.66,1.66,60.28,35.25,28.96,32.38,10.09,89.58,6.23,1.36,14.78,25.0,40.13,120.26
239,1390,-1.061007934,0.331769149,0.4,256832.0,0.42,11.2071741,0.28,-21.85,2.99,20,-0.38,998000000000.0,113835.0,288791.0,0.96,-22649.0,0.0,0.39,203.0,-0.23,0.61,5.36,0.55,146.26,19.62,290.0,-0.23,8.78,6.84,392000.0,1.58,1.22,9.38,2.9,3.9,25.65,35.28,31.38,13.91,5.61,53.86,3.96,1.38,47.89,35.96,27.16,-51.96
241,1390,-3.055767764,-0.108134577,0.67,99206.0,1.58,11.2071741,0.42,-38.11,3.25,20,-0.34,502000000000.0,81527.0,125765.0,0.64,-110357.0,0.0,0.97,1650.0,-0.17,0.43,18.34,0.39,47.23,51.11,1630.0,-0.17,6.16,32.7,50000.0,3.26,1.17,9.4,2.19,3.19,31.38,29.25,23.08,18.96,15.97,89.33,6.23,3.42,11.63,33.36,25.1,-68.57
242,1390,3.904555305,0.042869004,0.4,197574.0,0.9,11.2071741,0.35,1451.52,0.82,20,-0.14,1180000000000.0,256943.0,237011.0,0.98,-8243.0,0.0,0.6,550.0,-0.32,0.69,22.54,0.45,12.97,35.45,685.0,0.02,4.6,27.43,375000.0,1.57,1.73,23.96,0.67,1.67,60.02,34.62,28.86,37.53,9.2,92.12,5.76,1.71,54.77,45.06,40.83,-2109.72
250,1390,110.5263158,0.050210579,0.0,81545.0,2.01,11.2071741,0.81,92.13,1.94,20,0.06,415000000000.0,66488.0,91626.0,2.13,78149.0,0.0,1.02,1740.0,0.27,0.0,38.84,1.65,274.65,67.45,1899.0,0.27,6.25,55.57,35000.0,3.89,2.38,26.35,0.74,1.74,57.63,52.56,46.77,38.14,21.8,87.89,5.78,1.19,20.08,52.24,48.92,92.13
254,1390,72.54901962,0.804012908,0.77,79279.0,3.1,11.2071741,0.57,-6.46,3.64,20,0.98,265000000000.0,40923.0,114108.0,0.85,-52139.0,80.86,1.95,250.0,4.96,0.77,8.55,0.41,1.04,26.87,852.0,4.92,2.16,12.88,144000.0,1.36,0.28,22.53,1.92,2.92,34.22,12.21,8.48,4.38,43.0,96.34,3.78,3.18,5.14,10.98,8.71,-62.13
255,1390,-2.307692287,0.091825543,0.7,194325.0,2.07,11.2071741,0.66,95.54,2.56,20,-0.17,839000000000.0,136595.0,270909.0,1.1,95114.0,53.86,0.69,450.0,-0.12,0.71,9.14,0.72,71.95,29.18,449.0,0.33,6.15,13.25,303750.0,1.68,0.81,2.81,2.26,3.26,30.69,26.17,18.77,13.2,33.29,97.38,8.81,1.05,29.34,21.65,25.73,-334.54
258,1390,14.92537308,0.205012318,0.56,191387.0,2.4,11.2071741,0.75,71.1,1.29,20,-0.16,757000000000.0,149206.0,211905.0,2.26,224012.0,80.6,0.82,700.0,-0.45,1.55,22.24,0.88,26.28,32.84,746.0,0.09,5.08,24.72,200000.0,1.01,1.34,8.68,0.24,1.24,80.83,37.5,33.87,26.4,16.94,100.0,3.63,1.41,35.39,13.28,34.39,71.5
259,1390,67.69911506,-0.80047119,0.61,313783.0,6.89,11.2071741,0.81,81.32,1.78,20,0.44,1070000000000.0,240527.0,304406.0,1.58,366611.0,62.32,2.01,465.0,0.44,1.41,20.58,0.88,20.11,48.07,1202.0,0.44,4.44,30.49,300000.0,1.9,0.45,29.39,1.19,2.19,45.71,12.95,13.35,10.23,16.88,94.92,1.58,2.35,8.51,16.98,14.29,81.24
264,1390,37.7358491,0.413650569,0.5,146897.0,0.78,11.2071741,0.59,81.06,1.04,20,-0.3,730000000000.0,97582.0,196235.0,1.38,151237.0,63.51,0.55,50.0,0.48,1.15,9.74,1.02,203.22,15.28,227.0,0.48,7.5,11.72,429000.0,1.09,1.32,1.97,0.62,1.62,61.92,35.54,26.6,17.67,118.43,97.67,3.85,1.01,77.69,8.51,26.84,81.06
268,1390,-9.278350541,0.591903937,0.0,31723.0,2.52,11.2071741,0.73,130.04,14.23,20,-1.79,132000000000.0,-48838.0,63805.0,0.99,-3843.0,0.0,0.73,,-3.04,0.9,-3.17,0.74,224.55,-23.76,-957.0,-3.04,-2.71,-3.69,51000.0,1.77,0.27,5.79,14.23,15.23,6.57,12.9,6.42,-9.88,-1.14,78.42,3.08,0.97,10.32,40.01,1.87,130.04
269,1390,-18.03278686,0.973215036,0.0,409705.0,3.11,11.2071741,0.71,-1.8,4.86,20,0.73,451000000000.0,152836.0,378527.0,0.95,-116951.0,0.0,1.12,160.0,1.44,0.74,5.02,0.5,325.8,25.47,339.0,1.44,2.96,7.98,450000.0,0.71,0.13,3.28,3.76,4.76,20.99,11.11,12.02,4.48,18.56,94.05,3.25,1.63,13.2,9.71,10.85,-111.53
271,1390,33.02752294,1.630953093,0.0,996660.0,5.17,11.2071741,0.73,93.76,1.62,20,-0.02,6890000000000.0,902288.0,1052883.0,3.13,1321855.0,0.0,0.86,800.0,0.45,2.51,38.64,2.11,179.01,56.35,2103.0,0.45,3.47,36.77,943800.0,3.34,3.32,12.49,0.35,1.35,74.07,52.28,49.49,44.8,47.24,86.01,2.73,1.07,20.67,13.8,51.36,93.76
273,1390,7.692307688,1.702730982,0.0,69568.0,1.83,11.2071741,0.8,151.57,1.61,20,-0.61,1000000000000.0,70642.0,82251.0,2.03,193738.0,0.0,1.28,,-0.35,1.68,19.01,1.06,66.75,50.53,219.0,1.28,14.21,20.21,322000.0,3.45,2.1,34.23,0.72,1.72,58.05,17.25,14.59,14.82,123.95,89.88,2.44,1.25,67.54,24.46,16.87,151.57
274,1390,-18.97163122,2.081293522,0.0,57248.0,2.37,11.2071741,0.72,58.81,1.08,20,-0.21,643000000000.0,57949.0,73123.0,1.88,105992.0,0.0,1.32,400.0,-0.02,1.54,20.58,0.58,47.69,30.2,482.0,-0.02,11.11,21.7,120000.0,3.22,1.73,15.99,0.63,1.63,61.4,19.62,15.36,15.55,23.83,96.08,3.37,1.65,32.2,5.93,16.43,58.81
275,1390,-0.35211268,0.029577435,0.0,-9079.0,0.3,11.2071741,0.6,-21.78,0.63,20,-18.75,56725000000.0,-9043.0,2511.0,2.22,12280.0,0.0,0.18,,1.49,-0.53,-6.45,1.33,1549.69,-9.31,-361.0,1.48,-6.29,-8.89,25000.0,1.96,7.74,2.53,0.63,1.63,61.4,34.26,-123.86,-123.37,-43.17,78.28,22.86,0.43,341.06,3.38,-123.37,-91.26
278,1390,-18.7165775,0.950088504,0.0,-29775.0,2.83,11.2071741,0.91,-6.92,7.91,20,-2.19,122000000000.0,-32878.0,-283.0,1.54,43653.0,0.0,0.42,,-2.62,0.86,-2.22,0.91,1012.84,-5.61,-345.0,-2.62,-3.71,-4.07,95243.0,2.23,2.15,39.03,7.91,8.91,11.22,-0.5,-52.54,-58.01,2.23,98.5,39.23,0.49,168.06,82.2,-51.97,-129.81
289,1390,1.773049685,0.045384628,0.0,118558.0,1.62,11.2071741,0.67,37.02,0.69,20,-0.26,795000000000.0,85730.0,164435.0,2.07,247016.0,0.0,0.86,500.0,-0.37,0.95,12.81,0.61,104.1,19.08,357.0,-0.37,9.27,16.13,240000.0,1.71,1.39,2.67,0.54,1.54,64.88,28.72,20.71,14.97,6.44,91.69,7.43,1.2,41.91,6.42,21.93,44.32
292,1390,67.85714287,-0.496312344,0.0,13676.0,2.03,11.2071741,0.75,45.23,1.31,20,0.26,79500000000.0,9922.0,17862.0,2.47,27754.0,0.0,1.15,300.0,0.73,1.65,16.67,1.02,197.85,28.73,496.0,0.73,5.34,20.47,30000.0,1.98,1.16,11.48,0.54,1.54,64.75,26.05,19.94,14.47,27.65,86.25,7.04,1.47,29.17,19.09,20.82,43.87
308,1390,19.59459455,0.149534106,0.0,102157.0,1.97,11.2071741,0.86,15.17,2.39,20,-0.46,219000000000.0,32256.0,139370.0,1.35,223412.0,0.0,0.76,128.0,-0.35,0.93,3.04,0.86,421.58,9.22,134.0,-0.35,6.8,4.64,240000.0,0.58,0.27,6.08,2.39,3.39,29.48,17.21,12.61,3.98,8.8,95.18,4.59,0.85,29.63,19.43,13.32,15.17
309,1390,50.0,0.087644714,0.0,27641.0,3.47,11.2071741,0.89,24.62,1.18,20,0.07,110000000000.0,25607.0,41317.0,2.44,108350.0,0.0,0.61,250.0,0.18,-0.43,11.85,0.53,78.57,21.99,346.0,0.17,4.3,16.66,74000.0,0.9,0.84,6.36,0.92,1.92,52.01,31.5,21.07,19.52,-5.43,88.23,10.95,0.67,56.41,18.89,28.43,24.47
311,1390,-27.8481013,0.104116325,0.0,-71834.0,2.26,11.2071741,0.9,64.32,-2.06,20,0.23,58047710000.0,-119297.0,16403.0,0.68,-173751.0,0.0,0.35,,0.06,-0.05,-5.5,0.26,291.66,0.0,-996.0,0.06,-0.49,-13.6,119686.0,-0.35,0.44,11.25,-2.06,-1.06,-94.2,12.35,-54.07,-89.79,-27.19,71.91,19.1,0.42,90.08,0.76,-29.45,72.67
312,1390,3.781512597,0.193921235,0.0,353392.0,7.14,11.2071741,0.77,117.62,2.48,20,-0.14,1900000000000.0,357035.0,577754.0,1.31,590781.0,0.0,0.89,40.0,0.01,0.94,9.71,0.73,179.38,32.23,396.0,0.01,5.34,13.24,900000.0,1.52,0.58,14.47,2.22,3.22,31.09,17.67,10.81,10.92,19.16,89.51,5.96,1.25,27.53,13.83,15.8,92.85
313,1390,7.16981133,-0.062298051,0.0,11176.0,5.96,11.2071741,0.95,19.13,1.0,20,0.32,94170000000.0,9403.0,23476.0,3.04,52139.0,0.0,0.77,250.0,-0.02,1.17,11.34,1.13,389.13,20.36,313.0,-0.02,10.03,13.87,30000.0,1.95,1.47,5.44,0.7,1.7,58.99,36.56,17.41,14.65,-25.88,75.9,18.4,0.83,46.72,5.48,17.86,19.13
322,1390,26.84458403,0.295789805,0.0,43964.0,4.19,11.2071741,0.79,28.67,1.99,20,-0.2,218000000000.0,43373.0,119115.0,1.36,155187.0,0.0,0.66,150.0,-0.49,0.47,5.11,0.66,687.1,14.91,286.0,-0.23,5.05,8.75,151200.0,0.74,0.39,1.91,1.99,2.99,33.5,21.23,7.84,7.73,-13.42,91.66,11.02,0.81,26.95,0.68,12.48,28.42
329,1390,-12.94117644,1.24870838,0.0,1026832.0,3.54,11.2071741,0.77,94.35,3.73,20,0.05,4870000000000.0,830197.0,1121149.0,1.22,1017900.0,0.0,0.3,850.0,-0.27,-0.07,10.97,0.95,982.5,30.61,2767.0,-0.27,1.17,14.29,1500000.0,1.56,1.97,2.99,1.54,2.54,39.37,48.92,44.81,36.23,-27.65,97.86,7.33,0.43,12.16,12.19,59.52,94.35
330,1390,-7.01e-09,0.211522261,0.0,179020.0,1.76,11.2071741,0.8,68.97,1.84,20,0.44,777000000000.0,156690.0,205818.0,1.78,241991.0,0.0,0.65,800.0,0.17,0.19,21.9,0.62,141.67,44.13,921.0,0.17,4.96,36.53,170000.0,2.13,1.68,2.62,0.9,1.9,52.59,44.42,38.63,33.81,-18.86,94.4,5.76,0.84,36.69,25.28,43.81,68.85
332,1390,15.18987337,0.291896119,0.0,167451.0,4.0,11.2071741,0.9,33.75,1.59,20,0.29,675000000000.0,122966.0,185113.0,2.27,420250.0,0.0,0.62,400.0,-0.07,0.0,15.37,0.59,222.39,30.19,848.0,-0.07,3.18,20.12,250000.0,1.46,1.36,5.96,0.81,1.81,55.34,37.18,33.63,24.7,-25.68,88.7,3.83,0.66,29.12,20.64,35.2,33.98
338,1390,-25.88235301,2.150879618,0.0,92716.0,4.9,11.2071741,0.91,14.0,4.26,20,-0.11,511000000000.0,44795.0,165939.0,1.24,389453.0,0.0,0.7,140.0,-0.33,0.48,1.98,0.78,924.45,9.67,149.0,-0.33,11.43,2.45,300000.0,0.96,0.32,3.77,4.26,5.26,18.99,10.48,5.86,2.83,18.32,94.97,3.82,0.72,18.95,-9.76,11.85,12.19
340,1390,4.819277149,-0.366597528,0.0,70965.0,9.7,11.2071741,0.88,26.36,3.18,20,0.8,180000000000.0,35390.0,128225.0,1.43,170947.0,0.0,0.76,250.0,0.52,0.47,4.73,0.76,874.19,17.34,655.0,0.52,5.09,7.6,54000.0,0.84,0.32,3.37,3.18,4.18,23.93,22.44,12.42,6.19,18.14,94.79,10.2,0.72,9.45,9.99,14.79,25.77
351,1390,-34.37499998,0.621224951,0.85,12945066.0,3.52,11.2071741,0.64,-2.92,7.37,20,-0.05,17700000000000.0,3543306.0,15853005.0,0.76,-19326697.0,0.0,1.11,230.0,-0.35,0.73,3.67,0.58,210.45,30.14,401.0,-0.09,5.0,6.66,8820000.0,1.37,0.16,4.36,6.89,7.89,12.68,14.76,12.05,3.3,8.84,96.91,5.58,1.65,8.21,9.07,11.81,-17.0
354,1390,-27.38095238,1.972556541,0.7,6337842.0,7.75,11.2071741,0.46,-15.17,2.77,20,0.28,17700000000000.0,5042193.0,10275605.0,0.65,-14722763.0,0.0,0.92,400.0,0.42,0.63,8.59,0.5,32.44,26.32,484.0,0.42,3.51,13.17,10400000.0,0.92,0.3,7.4,2.36,3.36,29.76,18.95,11.69,9.3,11.03,94.52,7.22,2.29,17.76,8.07,15.6,-38.13
356,1390,-40.50124532,1.748141005,0.77,462312.0,10.83,11.2071741,0.9,14.91,3.95,20,-0.65,2560000000000.0,72597.0,1058399.0,1.28,2248706.0,0.0,0.8,30.0,-0.92,0.83,2.35,0.67,279.51,9.6,60.0,-0.91,17.77,3.75,2400000.0,0.85,0.31,2.65,2.82,3.82,26.19,12.69,5.54,0.87,4.17,95.51,6.71,0.8,14.39,-18.33,10.27,3.49
357,1390,-7.317073173,1.519288057,0.71,889316.0,4.12,11.2071741,0.72,10.7,3.92,20,-0.67,1970000000000.0,232928.0,1632114.0,1.11,734292.0,0.0,1.78,60.0,0.17,1.08,2.34,0.7,123.61,10.0,116.0,0.17,8.5,3.48,2000000.0,0.81,0.11,15.65,3.83,4.83,20.69,9.22,5.02,1.32,50.9,89.03,3.14,2.25,11.3,7.44,6.08,-61.22
358,1390,-4.705882326,0.586890179,0.63,43882.0,2.69,11.2071741,0.84,21.24,2.09,20,-0.24,148000000000.0,27285.0,137010.0,1.41,143808.0,0.0,1.02,100.0,-0.28,0.61,4.71,0.5,175.72,12.74,168.0,-0.28,5.43,8.65,162000.0,0.65,0.25,4.12,1.63,2.63,38.06,23.28,7.46,4.64,6.42,91.97,10.68,1.3,27.53,8.75,7.46,20.12
360,1390,52.6859504,-0.866693872,,15523.0,,11.2071741,,,,20,,72336000000.0,10164.0,25970.0,,,,,250.0,-0.39,,,,,,462.0,-0.39,7.12,,22000.0,1.12,0.77,12.06,0.86,1.86,53.83,27.52,16.45,10.77,0.98,79.14,9.65,1.02,23.31,28.19,16.76,21.46
362,1390,-24.86772484,0.365142054,0.69,137857.0,4.26,11.2071741,0.78,46.56,2.41,20,0.52,797000000000.0,168040.0,221674.0,1.55,573710.0,0.0,1.75,165.0,0.65,1.38,8.56,0.74,112.76,22.65,987.0,0.64,1.58,11.44,510300.0,0.84,0.23,3.23,1.2,2.2,45.41,6.46,4.02,4.9,8.07,92.0,3.31,2.12,4.96,3.13,7.64,43.38
363,1390,7.31707315,1.1381301,0.7,12356.0,3.39,11.2071741,0.81,1139.88,3.29,20,2.74,337000000000.0,192837.0,60471.0,1.33,223360.0,0.0,0.84,520.0,5.46,1.06,20.16,0.8,221.0,71.67,1285.0,5.45,1.75,27.65,150000.0,0.89,0.4,0.8,2.0,3.0,33.3,7.2,1.47,22.97,33.54,90.88,6.65,0.94,17.87,7.59,32.3,188.08
364,1390,1.492537254,0.725802674,0.71,67945.0,5.53,11.2071741,0.67,2.58,3.57,20,0.01,112000000000.0,33246.0,120634.0,0.97,-17463.0,0.0,3.83,,-0.03,0.91,4.46,0.51,24.56,21.31,221.0,-0.03,3.38,9.11,150000.0,0.63,0.04,1.16,3.57,4.57,21.9,4.23,2.38,1.17,-3.42,91.54,2.32,5.69,5.26,2.43,2.39,-66.84
365,1390,-2.36e-08,1.13609698,0.68,8326.0,3.24,11.2071741,0.82,1.07,3.22,20,-0.64,80240000000.0,-10978.0,25709.0,1.27,64296.0,0.0,0.62,,-1.8,0.99,0.15,0.88,673.64,0.53,-137.0,-1.79,-7.32,0.26,80000.0,0.77,0.36,1.88,3.22,4.22,23.69,11.64,3.77,-4.97,-25.61,88.76,6.81,0.82,36.23,8.5,4.27,-25.02
366,1390,-10.0,0.430225389,0.99,-30005.0,2.76,11.2071741,0.82,112.29,19.89,20,-1.08,62100000000.0,-42138.0,-18692.0,0.93,-19070.0,0.0,0.81,,0.31,0.65,0.23,0.63,410.07,4.74,-842.0,0.31,-1.48,0.92,50000.0,4.26,0.28,3.99,-9.06,-8.06,-12.41,-8.31,-13.34,-18.73,0.03,87.12,8.19,1.03,22.23,9.67,-13.03,112.12
367,1390,13.86138613,-0.069536642,0.66,54857.0,6.4,11.2071741,0.81,18.96,2.2,20,-0.7,159000000000.0,17084.0,106916.0,1.27,90372.0,0.0,1.7,70.0,-0.2,1.1,2.94,0.81,216.68,8.53,122.0,-0.2,9.3,4.66,140000.0,0.79,0.16,6.6,2.19,3.19,31.33,10.79,5.54,1.72,152.47,93.96,3.45,2.01,13.99,6.37,5.77,18.4
368,1390,-23.76237624,0.152962833,0.57,25593.0,2.17,11.2071741,0.8,16.49,1.49,20,-0.53,88100000000.0,13014.0,39135.0,1.47,83407.0,0.0,0.82,70.0,-0.61,1.16,3.98,0.94,549.02,9.47,130.0,-0.35,6.78,5.2,100000.0,0.64,0.33,4.85,1.35,2.35,42.47,14.64,9.57,4.87,8.45,94.34,6.32,1.03,37.4,-0.35,9.68,16.28
369,1390,-14.7632312,-0.323080004,1.04,31968.0,7.11,11.2071741,0.86,274.67,18.76,20,-10.75,98300000000.0,1986.0,59306.0,1.1,20944.0,0.0,2.12,,-17.5,0.98,0.83,0.48,15.06,0.0,66.0,-15.39,14.89,1.02,30000.0,7.29,0.19,3.23,18.76,19.76,5.06,11.63,6.27,0.39,42.05,79.09,5.53,2.31,5.88,-2.92,6.24,34.23
370,1390,-28.12499997,1.404096154,0.66,38438.0,2.06,11.2071741,0.64,255.66,2.82,20,0.26,99050000000.0,13690.0,57679.0,1.1,17982.0,0.0,0.83,40.0,-0.31,0.87,5.41,0.81,239.49,19.99,273.0,-0.31,7.26,8.59,50000.0,1.08,0.43,5.35,2.49,3.49,28.68,24.8,16.53,5.89,-3.58,90.58,7.54,1.44,21.5,23.09,18.83,-342.89
371,1390,105.0,-0.382557664,0.82,-21906.0,2.14,11.2071741,0.88,97.34,35.12,20,-1.46,193000000000.0,-33766.0,23022.0,1.19,53627.0,0.0,1.08,,-0.26,0.75,1.62,0.57,153.1,50.45,-527.0,-0.26,-5.72,2.84,64000.0,1.43,0.41,0.62,3.14,4.14,24.18,4.83,-4.59,-7.08,14.29,88.13,8.25,1.5,13.42,2.28,-0.09,906.23
372,1390,-9.090909122,-0.365003665,0.69,-61576.0,1.8,11.2071741,0.83,0.8,2.78,20,-0.93,167000000000.0,-49103.0,-11689.0,1.24,142291.0,0.0,0.89,,-4.54,0.89,0.12,0.76,314.91,0.37,-230.0,-4.54,-3.41,0.22,213000.0,0.61,0.24,3.33,2.61,3.61,27.73,-1.66,-8.73,-6.96,-7.65,93.71,5.32,1.17,30.2,0.3,-3.74,-50.28
373,1390,-59.45945944,1.432603774,0.91,62446.0,8.68,11.2071741,0.9,130.86,19.11,20,-0.98,64900000000.0,1394.0,131025.0,1.0,3022.0,0.0,1.48,,-1.09,0.89,0.14,0.7,247.85,1.64,13.0,-1.09,49.92,0.2,100000.0,0.67,0.04,5.57,13.14,14.14,7.07,8.7,4.14,0.09,38.09,93.27,2.87,1.53,6.64,-3.38,5.08,-8.33
374,1390,-23.69402989,0.678795559,0.75,92789.0,6.59,11.2071741,0.91,9.89,3.85,20,-0.39,185000000000.0,5945.0,156691.0,1.27,193024.0,0.0,1.14,,-0.9,1.04,1.88,0.71,250.99,7.74,28.0,-0.9,31.43,2.97,210000.0,0.75,0.16,3.74,3.35,4.35,23.01,13.65,8.08,0.52,5.39,92.13,3.62,1.26,18.29,8.41,8.47,2.78
